Value,Date,Sub-Sector,Super Region,Measure,Frequency,Region,Source,Indicator,Subject
7.33,2008-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.06,2008-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
3.25,2008-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
4.21,2008-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
2.82,2008-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.17,2008-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,LONG-TERM INTEREST RATES,TOTAL
19.49,2008-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
8.66,2008-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
3.23,2008-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.56,2008-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
7.38,2008-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
8.93,2008-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
4.98,2008-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.19,2008-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.99,2008-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.86,2008-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
9,2008-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.56,2008-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
3.86,2008-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
4.98,2008-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
3.06,2008-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.6,2008-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,LONG-TERM INTEREST RATES,TOTAL
8.57,2008-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
7.65,2008-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
4.23,2008-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.5,2008-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
7.47,2008-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
8.26,2008-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
4.86,2008-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
2.93,2008-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.86,2008-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.89,2008-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
8,2008-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.5,2008-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
3.89,2008-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
4.86,2008-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
2.76,2008-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.51,2008-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,LONG-TERM INTEREST RATES,TOTAL
8,2008-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
6.98,2008-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
4.36,2008-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.13,2008-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
7.47,2008-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
7.61,2008-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
4.49,2008-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.25,2008-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.49,2008-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.66,2008-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
7.75,2008-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.13,2008-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
3.66,2008-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
4.48,2008-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
3.23,2008-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.15,2008-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,LONG-TERM INTEREST RATES,TOTAL
7.02,2008-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
6.81,2008-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
4.31,2008-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.34,2007-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
7.35,2007-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
7.87,2007-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
4.74,2007-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
5.04,2007-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.75,2007-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.26,2007-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
7.75,2007-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.34,2007-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
4.26,2007-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
4.72,2007-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
5.02,2007-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.34,2007-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,LONG-TERM INTEREST RATES,TOTAL
7.92,2007-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
6.68,2007-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
4.48,2007-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.46,2007-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
7.05,2007-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
7.92,2007-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
4.51,2007-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
5.45,2007-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.51,2007-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.73,2007-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
7.75,2007-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.47,2007-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
4.73,2007-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
4.5,2007-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
5.42,2007-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.47,2007-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,LONG-TERM INTEREST RATES,TOTAL
6.8,2007-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
6.73,2007-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
3.33,2007-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.41,2007-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
6.51,2007-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
8.14,2007-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
4.08,2007-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
5.32,2007-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.08,2007-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.85,2007-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
7.75,2007-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.41,2007-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
4.85,2007-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
4.06,2007-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
5.32,2007-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.43,2007-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,LONG-TERM INTEREST RATES,TOTAL
5.95,2007-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
6.7,2007-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
3.54,2007-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.08,2007-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
6.21,2007-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
7.89,2007-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
3.83,2007-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
5.32,2007-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.83,2007-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.68,2007-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
7.58,2007-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.08,2007-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
4.68,2007-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
3.82,2007-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
5.31,2007-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.08,2007-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,LONG-TERM INTEREST RATES,TOTAL
5.97,2007-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
6.77,2007-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
2.69,2007-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES,TOTAL
3.84,2006-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
6.12,2006-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
7.55,2006-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
3.6,2006-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
5.33,2006-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.6,2006-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.63,2006-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
7.25,2006-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.84,2006-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
4.63,2006-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
3.59,2006-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
5.32,2006-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES,TOTAL
3.86,2006-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,LONG-TERM INTEREST RATES,TOTAL
6.84,2006-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
6.86,2006-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
2.84,2006-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES,TOTAL
3.96,2006-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
6.03,2006-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
7.96,2006-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
3.23,2006-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
5.4,2006-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.23,2006-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.9,2006-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
7,2006-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.96,2006-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
4.9,2006-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
3.22,2006-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
5.39,2006-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES,TOTAL
3.97,2006-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,LONG-TERM INTEREST RATES,TOTAL
5.7,2006-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
7.01,2006-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
2.9,2006-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.02,2006-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
5.85,2006-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
7.74,2006-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
2.9,2006-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
5.19,2006-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
2.9,2006-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
5.07,2006-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
6.58,2006-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.03,2006-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
